x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,y
2.947149118397165,3.3583393852077146,0.9206716402574964,5.49517923303628,1.2054086879449146,1.3048188619636525,1.053381267103866,3.295949838945562,1.0938014684827615,1.5277216339139297,0.6813624408280536,0.048926563570983,4.7704426865543095,4.22837737735834,0.4389701195442912,1.0053972571186862,1.6580949245492396,0.4367051329364637,3.324458175624484,0.6481135383061747,0.3003008690636175,0.4264098151094728,4.066739269879259,0.8547607604756018,3.69674280184623,3.6342067575835015,1.6423393849296786,4.736517579679274,4.718968503476502,0.838136892026919,1.9815576742034164,1.1213206335491583,0.5425840007231673,0.3767495385857575,1.0281548787445374,0.4129931124717401,1.74805437290197,0.4877364053539352,0.0660331115482852,0.0
4.329376347850886,5.55978774351278,0.735193742300317,5.357313150036266,0.7959259757545385,0.7408781875315449,2.358291683482462,2.7284999027529904,1.365947089306375,0.0,0.0789347923008012,0.3225110570029779,2.334550542458897,4.703618014404094,1.7783998085712858,1.2475475125145956,0.576190210077784,0.7896032837390345,4.676934868733669,1.4609146223106633,0.7778054578922671,0.2794798390966577,5.372893880518257,0.717453661509829,1.608364051493472,2.9574204390559027,1.191186907276037,4.67173361375503,2.51069439379928,0.7935832151376179,0.8051598324206957,0.0,0.3259892765023897,0.6008890945197143,1.117132952370726,1.9933540489502688,0.7719942137734694,0.9302446411703452,0.3965356088884482,1.1914033131292996
4.436265911216027,4.811305617826204,0.5928079550771166,2.9551234552558343,2.2543434908893825,1.5916349517577637,1.7749228719700385,3.016822287774038,0.7826015136161701,0.4385414987099092,0.2118437774423633,0.3492252177492032,3.715778279748148,4.572348076421393,0.7530624126253436,0.4547847763229642,0.6086007336553796,0.5809443651812378,1.9747347917963325,0.0,0.0,0.5264720072552147,4.384018592381991,0.8734664451309824,4.012910831373497,3.991653940148885,1.331711129486192,4.257566078107372,3.5567602797537785,1.013085542462976,0.46046895983996,0.8450590232790023,1.3779788907953654,1.2849051710543908,2.405888962135708,1.7763837779791234,1.371781717121833,0.076124713440385,0.6426578989926277,1.3148654590170494
5.235238573120901,3.838821031974043,1.2377389949782227,5.261331373195701,1.7930342624009294,1.0632095650437554,2.5585073773688407,3.762949893915466,1.3710855575791183,0.1384669110761787,0.196543364412749,0.508638932468517,4.312036105627766,1.735314198332441,1.2484504287809557,0.9358468978052475,1.49631544819023,0.9727246667194552,4.32671356784788,1.875637728550904,1.741240295128052,1.4474482994685656,5.228818785396753,1.530935561841021,4.602462453137075,2.938059011044547,2.023971502134346,3.4749662115776454,5.4322177542120125,2.093245727161025,1.7735744632039028,0.905342463614296,1.227370018261281,2.543561052331732,0.8694528127635088,1.213622674628155,0.1329326275059399,1.6119306827332336,0.2799702595356104,4.369079236742614
5.079851216874518,4.304810102200625,1.2805906486104042,6.271564687039806,0.998933216867064,1.426648997941641,1.3639553721232582,3.568479518215434,1.6405016058660444,0.8772399901962067,0.5525086392214011,0.2536736017163443,2.9706177315666062,3.510762356539808,1.9281065268312665,2.083524486529997,1.1293509209983288,0.7113511707546145,4.747028817690709,1.402838053870393,0.771634805154298,0.3702629035989462,4.584626597599981,1.1093904728056123,2.583063669796124,2.305739186422961,2.650277915196723,4.957267322857782,4.887946811334415,0.6188770166608588,1.1906437746169058,1.528899384245683,1.3301073567017576,0.8898173178156386,1.7240770719715814,1.0731354625791298,0.8903683944909369,1.3117178536389504,0.3737611467960553,4.681034886795388
5.052712954694414,1.6630085983093146,1.2537867071516064,5.256029423869267,1.7461362232138926,0.7896639625709994,2.187647395964428,3.8243916364003967,1.1114565508757424,0.920781060991588,0.9995986980459102,0.8586029549476422,4.049617943758531,4.148742176869511,1.2750136229837254,1.846435221756994,1.350795212258856,0.6182424928620527,4.02377727736816,1.075466913972968,0.7633380422225051,0.435280934388492,4.891979543012512,1.3780161321931783,3.184948652327741,3.907233476408452,2.7304991827924185,1.5750375670723895,3.334195479843985,0.6970232610101936,1.1076918737283998,0.4679713439104502,0.3762774914168001,0.0,2.0072205973150123,1.826892326790804,1.5639815765943603,1.916335006167796,1.6627830404747792,5.88891736883236
4.852721729541983,4.8506257309370655,0.254388324047309,4.558071683326609,1.445106432519423,0.7050522915412882,1.439573412644395,3.166696435083721,0.4586929508922819,0.4445320655393412,0.9085674086277252,1.075569057943509,2.60082073854216,2.6092611752475032,1.945450686591756,2.079360387253354,1.186690475537478,0.8902231200181345,3.180087923913956,1.737834816698535,0.7554556248666335,0.262147239233359,5.193372327623527,1.6146470169000868,2.653013030976536,2.429964166654056,1.9613510338762297,4.792352346974376,4.7300867571419225,1.987487202365473,1.5319870961521156,1.703896331441455,1.661726397695403,1.5100407901870057,1.254944368582768,1.871288592096912,1.8023735446170663,0.64186784927172,1.1219081310033836,5.954025237460748
3.6481926721428,1.7840636531950431,0.1979394248244386,6.002626986638346,1.807309651644038,1.3275835381948569,2.3605718634643136,5.621264467119636,0.8792464941780858,0.9788813260372686,0.7229953245260341,0.4721897382069508,3.2187905202583527,2.231785634828706,1.5913484130550095,0.4979458638266618,1.644675388019218,1.3632492862351633,2.321282298535816,0.4158388535421276,1.0518645533129871,1.544613318155807,2.9929186955880205,0.4875728050312529,4.337268911804595,5.0170134532406285,0.4587330487283809,4.963750381202605,4.477648361660796,1.1425701810705529,1.944115728940618,1.5723190394321311,1.1676838733752897,1.693874170447855,0.999516782191158,0.0,0.6807499953173863,1.6924610204807748,0.1579753858393777,6.1145597834711225
3.714649601592463,4.072084648936476,1.248361026338515,3.8390680225140192,1.851123379250457,1.6045560248002717,2.470422828369082,6.547100830267218,1.7966964349738173,0.4238919134671168,0.4415695141684597,1.2147190023211687,4.165639973057173,6.813100150898606,1.1782080221038411,0.4752291043841103,0.7469492271033822,0.7758784978335052,4.052466870471815,1.5280669054927687,1.0926327129519762,0.7898613739865561,5.010002888333655,0.9011224814634264,2.8162585306378305,3.099822596783084,1.428008390484568,2.032825598822833,2.454966934300778,1.4013697589794862,1.4068173574215752,1.64675886690069,1.5979920528922564,1.7518821994724747,2.401434941771704,0.1769973316630331,0.4166157631641498,1.2523598616912182,0.281611978922812,6.218883422183133
3.589862068312188,4.713840718209967,1.2493257940566846,3.245408284439625,1.2741691303719571,1.5166691164813697,1.5510625133540086,3.713937727639949,1.4642375671371597,0.954500993866548,0.5871634100430829,0.4588511376990887,3.897229190136613,3.474573257067717,0.7715155125763382,2.1843642293552827,1.797160987006678,0.4966433231662868,2.959789788593405,0.974944884661598,0.8365442365488649,0.8975391554334573,5.235950483889592,1.6066177944235256,2.0819842020253354,5.201196316430359,1.7724187571844756,5.482815151731749,3.227807394996117,2.031528504703005,1.4752608589419358,0.9022049358518798,1.126604346884443,1.447453176227281,2.275205610919404,2.5674110807719632,0.6846481580512225,1.967477947578996,1.7731788985930357,6.715485037994931
